time_both,time_semester,time_year,Smoke,GPA,Tattoo,Facebook
F17,F,17,No,NA,No,50
F17,F,17,No,3.2,No,1
F17,F,17,No,3.6,No,256
F17,F,17,No,NA,No,1600
F17,F,17,No,NA,No,130
F17,F,17,No,NA,No,120
F17,F,17,No,3.3,No,0
F17,F,17,No,3.51,No,400
F17,F,17,No,3.5,No,300
F17,F,17,No,3.82,No,800
F17,F,17,No,3.8,No,600
F17,F,17,No,3.6,No,400
F17,F,17,No,3.18,No,400
F17,F,17,No,NA,No,0
F17,F,17,No,NA,No,156
F17,F,17,Yes,3.3,Yes,920
F17,F,17,No,3.6,No,220
F17,F,17,No,3.4,Yes,1200
F17,F,17,No,3.28,No,800
F17,F,17,Yes,3.11,No,550
F17,F,17,No,2.87,No,600
F17,F,17,No,3.6,No,400
F17,F,17,Yes,3.42,No,1200
F17,F,17,No,3.6,No,1000
F17,F,17,No,3.5,No,850
F17,F,17,No,3.46,No,450
F17,F,17,No,NA,No,110
F17,F,17,No,NA,No,0
F17,F,17,Yes,NA,Yes,3000
F17,F,17,No,NA,No,NA
F17,F,17,No,NA,No,900
F17,F,17,No,NA,No,400
F17,F,17,No,3.8,No,900
F17,F,17,No,3,Yes,1000
F17,F,17,No,NA,No,1200
F17,F,17,Yes,3,No,1600
F17,F,17,No,NA,No,500
F17,F,17,No,3.6,No,NA
F17,F,17,No,3.6,No,700
F17,F,17,No,3.68,No,700
F17,F,17,No,NA,No,NA
F17,F,17,No,3.5,Yes,900
F17,F,17,No,3.67,No,598
F17,F,17,No,NA,No,200
F17,F,17,No,3.4,Yes,400
F17,F,17,No,NA,No,850
F17,F,17,Yes,3.3,No,776
F17,F,17,No,3.5,No,800
F17,F,17,No,NA,No,580
F17,F,17,Yes,NA,No,750
F17,F,17,Yes,2,No,0
F17,F,17,No,3.34,No,200
F17,F,17,No,NA,No,50
F17,F,17,No,NA,No,0
F17,F,17,No,NA,No,101
F17,F,17,No,2.75,No,1000
F17,F,17,No,NA,No,320
F17,F,17,No,NA,No,200
F17,F,17,No,3,No,0
F17,F,17,Yes,NA,No,215
F17,F,17,No,3,No,500
F17,F,17,No,3.6,No,200
F17,F,17,No,NA,No,250
F17,F,17,No,NA,No,NA
F17,F,17,No,NA,No,250
F17,F,17,Yes,3.34,No,1200
F17,F,17,No,3.2,No,1200
F17,F,17,No,NA,No,800
F17,F,17,No,NA,No,NA
F17,F,17,No,NA,No,800
F17,F,17,No,3.6,No,1000
F17,F,17,No,NA,No,300
F17,F,17,No,3.1,No,1000
F17,F,17,No,3.89,No,1100
F17,F,17,No,3.1,Yes,1500
F17,F,17,No,2.8,No,1000
F17,F,17,No,3,No,500
F17,F,17,No,NA,No,909
F17,F,17,No,3.29,No,246
F17,F,17,No,NA,No,900
F17,F,17,Yes,3.49,No,2000
F17,F,17,No,NA,No,870
F17,F,17,No,3.75,No,400
F17,F,17,No,3.15,No,0
F17,F,17,No,2.25,No,1000
F17,F,17,No,3.6,No,1742
F17,F,17,No,NA,No,9000
F17,F,17,No,3.76,No,1200
F17,F,17,No,3.6,No,500
F17,F,17,Yes,3,No,800
F17,F,17,No,NA,No,225
F17,F,17,No,NA,No,900
F17,F,17,No,NA,No,250
F17,F,17,Yes,2.8,Yes,1000
F17,F,17,No,2.5,No,1000
F17,F,17,No,2.9,No,300
F17,F,17,No,NA,No,NA
F17,F,17,Yes,NA,No,300
F17,F,17,Yes,3.25,No,200
F17,F,17,No,NA,No,50
F17,F,17,Yes,3.52,No,1100
F17,F,17,No,3,No,500
F17,F,17,No,3.5,No,410
F17,F,17,No,NA,No,300
F17,F,17,No,NA,No,300
F17,F,17,No,3.12,No,250
F17,F,17,No,NA,No,150
F17,F,17,No,3.6,No,250
F17,F,17,Yes,2.75,No,NA
F17,F,17,No,2.6,No,600
F17,F,17,No,NA,No,400
F17,F,17,Yes,3.4,Yes,2000
F17,F,17,Yes,3.5,No,0
F17,F,17,Yes,NA,No,500
F17,F,17,No,3.45,No,850
F17,F,17,No,NA,No,300
F17,F,17,No,3.5,Yes,275
F17,F,17,No,3.85,No,900
F17,F,17,No,3,No,300
F17,F,17,No,3.3,Yes,1205
F17,F,17,No,3.5,No,700
F17,F,17,No,1.89,Yes,2500
F17,F,17,No,3.3,Yes,350
F17,F,17,No,NA,No,75
F17,F,17,No,NA,No,300
F17,F,17,No,3.71,No,700
F17,F,17,Yes,3.3,No,1500
F17,F,17,Yes,NA,No,500
F17,F,17,No,3,No,515
F17,F,17,No,3.82,No,NA
F17,F,17,No,3.23,No,300
F17,F,17,No,NA,No,500
F17,F,17,Yes,3.1,No,300
F17,F,17,No,3.5,No,300
F17,F,17,No,3.61,No,800
F17,F,17,No,NA,No,560
F17,F,17,No,3.32,No,1778
F17,F,17,No,NA,No,1157
F17,F,17,Yes,3.88,Yes,664
F17,F,17,Yes,NA,Yes,1200
F17,F,17,No,NA,No,800
F17,F,17,No,NA,No,0
F17,F,17,No,NA,No,1000
F17,F,17,No,NA,No,400
F17,F,17,No,NA,No,690
F17,F,17,Yes,NA,No,150
F17,F,17,No,NA,No,800
F17,F,17,No,NA,No,568
F17,F,17,No,NA,No,592
F17,F,17,Yes,NA,No,0
F17,F,17,No,NA,No,700
F17,F,17,No,NA,Yes,150
F17,F,17,Yes,NA,No,800
F17,F,17,No,NA,No,250
F17,F,17,No,NA,No,900
F17,F,17,No,NA,No,500
F17,F,17,Yes,NA,Yes,1500
F17,F,17,No,NA,No,150
F17,F,17,No,NA,Yes,1000
F17,F,17,No,NA,No,800
F17,F,17,Yes,NA,No,700
F17,F,17,No,NA,No,350
F17,F,17,No,NA,No,1000
F17,F,17,No,NA,Yes,700
F17,F,17,No,NA,Yes,900
F17,F,17,No,NA,No,NA
F17,F,17,No,NA,No,400
F17,F,17,No,NA,No,500
F17,F,17,No,NA,No,0
F17,F,17,Yes,NA,No,1000
F17,F,17,No,NA,No,75
F17,F,17,No,NA,No,750
F17,F,17,No,NA,No,500
F17,F,17,No,NA,No,950
F17,F,17,No,NA,Yes,930
F17,F,17,NA,NA,NA,NA
F17,F,17,Yes,3,No,1200
S18,S,18,NA,NA,NA,NA
S18,S,18,No,3.9,No,700
S18,S,18,No,NA,No,2000
S18,S,18,No,3.2,No,NA
S18,S,18,No,NA,No,1211
S18,S,18,No,2.97,No,4950
S18,S,18,No,3.4,No,1192
S18,S,18,No,3.1,No,1000
S18,S,18,No,3.7,No,500
S18,S,18,No,3.27,No,600
S18,S,18,No,3.4,No,950
S18,S,18,No,1.9,No,6000
S18,S,18,No,3.79,No,200
S18,S,18,No,3.8,No,550
S18,S,18,No,3.97,No,NA
S18,S,18,No,3.36,No,0
S18,S,18,No,3,Yes,400
S18,S,18,No,NA,No,NA
S18,S,18,Yes,2,No,800
S18,S,18,No,3.8,No,500
S18,S,18,No,3.3,No,0
S18,S,18,No,3.7,Yes,0
S18,S,18,No,3.17,Yes,334
S18,S,18,No,3.3,No,1800
S18,S,18,No,3.56,No,500
S18,S,18,Yes,2.5,No,2000
S18,S,18,No,3.4,No,1
S18,S,18,No,2.8,No,250
S18,S,18,No,3.5,No,900
S18,S,18,No,3.91,No,20
S18,S,18,Yes,NA,No,2000
S18,S,18,NA,NA,No,NA
S18,S,18,No,3.48,No,800
S18,S,18,No,NA,NA,NA
S18,S,18,No,3,No,250
S18,S,18,No,3.2,No,300
S18,S,18,No,NA,No,0
S18,S,18,No,NA,No,200
S18,S,18,No,3.12,No,300
S18,S,18,No,3.8,No,1400
S18,S,18,No,3.4,No,0
S18,S,18,No,3.15,No,500
S18,S,18,No,3.49,No,0
S18,S,18,No,3.5,No,500
S18,S,18,No,3.2,No,360
S18,S,18,No,NA,No,0
S18,S,18,No,NA,No,0
S18,S,18,No,NA,No,0
S18,S,18,No,NA,No,0
S18,S,18,No,3,No,500
S18,S,18,No,3.5,No,200
S18,S,18,Yes,2.67,Yes,50
S18,S,18,No,3.6,No,600
S18,S,18,No,2.6,No,256
S18,S,18,No,2.25,Yes,763
S18,S,18,No,2.74,Yes,0
S18,S,18,No,4,No,200
S18,S,18,No,3.56,No,212
S18,S,18,Yes,NA,No,1110
S18,S,18,No,3.3,No,78
S18,S,18,Yes,3.6,No,600
S18,S,18,No,3.5,No,400
S18,S,18,Yes,3.5,No,750
S18,S,18,No,3,Yes,300
S18,S,18,No,3.2,No,400
S18,S,18,Yes,3,Yes,1000
S18,S,18,Yes,NA,No,500
S18,S,18,No,3,No,600
S18,S,18,No,3,No,600
S18,S,18,No,3,No,600
S18,S,18,No,3,No,600
S18,S,18,No,3.7,No,300
S18,S,18,No,2.7,No,500
S18,S,18,No,3.4,No,0
S18,S,18,Yes,3.5,No,200
S18,S,18,No,2.83,No,300
S18,S,18,No,2.9,No,10
S18,S,18,No,3.49,No,927
S18,S,18,No,3.7,No,900
S18,S,18,Yes,2.5,Yes,1000
S18,S,18,No,3.17,No,75
S18,S,18,No,3.5,Yes,600
S18,S,18,No,3,Yes,200
S18,S,18,No,3.02,Yes,700
S18,S,18,No,3.88,No,800
S18,S,18,No,3.5,No,0
S18,S,18,Yes,2.8,No,1200
S18,S,18,No,NA,NA,NA
S18,S,18,Yes,3.8,NA,NA
S18,S,18,No,3.86,No,800
S18,S,18,No,3.7,Yes,700
S18,S,18,No,3.5,No,500
S18,S,18,No,3.2,No,150
S18,S,18,No,2.9,No,600
S18,S,18,No,3.2,No,780
S18,S,18,No,3.3,No,1200
S18,S,18,No,3.7,No,70
S18,S,18,No,3.83,Yes,NA
S18,S,18,No,2.7,No,0
S18,S,18,No,3.72,No,600
S18,S,18,No,2.8,No,300
S18,S,18,No,3.6,No,700
S18,S,18,No,2.5,Yes,700
S18,S,18,No,3.45,No,286
S18,S,18,No,3.8,No,600
S18,S,18,No,3.56,No,718
S18,S,18,No,3.3,Yes,0
S18,S,18,No,12,No,1795
S18,S,18,No,3.78,No,1000
S18,S,18,No,3,Yes,800
S18,S,18,No,3.97,No,500
S18,S,18,No,3.5,No,22
S18,S,18,No,3.55,No,1300
S18,S,18,Yes,NA,Yes,NA
S18,S,18,No,3.94,NA,NA
S18,S,18,NA,NA,NA,NA
S18,S,18,NA,NA,NA,NA
S18,S,18,NA,NA,NA,NA
S18,S,18,No,3.4,No,0
S18,S,18,NA,NA,NA,NA
S18,S,18,NA,NA,NA,NA
S18,S,18,No,3,No,2000
S18,S,18,No,3,No,2000
S18,S,18,No,3,No,2000
S18,S,18,No,3,No,2000
S18,S,18,No,3.2,No,900
S18,S,18,No,3.5,No,350
S18,S,18,Yes,3.15,No,0
S18,S,18,Yes,3.1,No,0
S18,S,18,No,3.5,Yes,900
S18,S,18,No,3.63,No,620
S18,S,18,No,3,No,300
S18,S,18,No,3,No,300
S18,S,18,No,3,No,300
S18,S,18,No,3,No,300
S18,S,18,Yes,3.1,No,400
S18,S,18,No,3.1,No,800
S18,S,18,No,3.46,No,0
S18,S,18,NA,NA,No,NA
S18,S,18,NA,NA,No,NA
S18,S,18,NA,NA,No,NA
S18,S,18,NA,NA,No,NA
S18,S,18,Yes,3.3,No,1400
S18,S,18,No,3.6,No,900
S18,S,18,No,3.5,No,700
S18,S,18,No,3.33,Yes,1000
S18,S,18,No,3,No,1300
S18,S,18,No,1.8,Yes,1600
S18,S,18,No,NA,No,350
S18,S,18,No,3.7,No,370
S18,S,18,No,3,No,225
S18,S,18,No,3.5,No,400
S18,S,18,No,3,No,NA
S18,S,18,No,3.3,No,0
S18,S,18,Yes,3.6,No,600
S18,S,18,No,3.78,No,320
S18,S,18,No,3.25,No,548
S18,S,18,No,2.7,No,2145
S18,S,18,NA,3.5,No,NA
S18,S,18,NA,3.5,No,NA
S18,S,18,NA,3.5,No,NA
S18,S,18,NA,3.5,No,NA
S18,S,18,No,3.66,No,400
S18,S,18,No,3.15,No,300
S18,S,18,No,2.8,No,200
S18,S,18,No,4.8,No,400
S18,S,18,No,3.6,Yes,NA
S18,S,18,No,3.59,Yes,300
S18,S,18,No,3.81,No,250
S18,S,18,No,3.8,No,200
S18,S,18,No,2.8,No,1200
S18,S,18,No,3,No,350
S18,S,18,No,3.3,No,120
S18,S,18,Yes,3.25,No,378
S18,S,18,No,3.18,No,600
S18,S,18,No,3.5,No,1265
S18,S,18,No,3.5,No,100
S18,S,18,No,3.5,No,0
S18,S,18,No,3.2,No,34
S18,S,18,No,NA,Yes,250
S18,S,18,No,3.61,No,650
S18,S,18,No,3.5,Yes,856
S18,S,18,No,3.89,No,400
S18,S,18,No,3.5,No,921
S18,S,18,No,3.53,No,894
S18,S,18,No,3.6,No,500
S18,S,18,No,3.6,Yes,1500
S18,S,18,No,3.9,No,606
S18,S,18,No,NA,Yes,595
S18,S,18,No,2.9,No,100
S18,S,18,No,3.7,Yes,800
S18,S,18,No,3.57,Yes,1000
S18,S,18,No,3.8,No,1000
S18,S,18,No,3.78,No,500
S18,S,18,No,3.8,No,500
F18,F,18,No,NA,Yes,400
F18,F,18,No,NA,No,150
F18,F,18,No,NA,No,300
F18,F,18,No,NA,No,400
F18,F,18,Yes,3.5,Yes,300
F18,F,18,No,NA,No,1000
F18,F,18,No,3.64,Yes,450
F18,F,18,No,3.1,Yes,600
F18,F,18,No,2.5,No,300
F18,F,18,No,NA,No,700
F18,F,18,No,2.9,No,450
F18,F,18,No,3.3,Yes,1000
F18,F,18,Yes,3.4,No,400
F18,F,18,No,3.58,NA,800
F18,F,18,No,NA,No,582
F18,F,18,No,NA,No,0
F18,F,18,No,3.6,No,1000
F18,F,18,No,NA,No,322
F18,F,18,No,3.22,No,750
F18,F,18,Yes,3,Yes,60
F18,F,18,No,3.3,No,682
F18,F,18,No,3.7,No,200
F18,F,18,No,4,No,175
F18,F,18,No,3.7,No,700
F18,F,18,No,NA,No,1100
F18,F,18,No,NA,No,1351
F18,F,18,No,3.7,No,400
F18,F,18,No,NA,No,NA
F18,F,18,No,NA,No,525
F18,F,18,No,NA,No,600
F18,F,18,No,NA,No,150
F18,F,18,No,2.92,No,200
F18,F,18,No,NA,No,NA
F18,F,18,No,3.6,Yes,1400
F18,F,18,No,NA,Yes,750
F18,F,18,No,3.9,No,30
F18,F,18,No,3.2,Yes,1200
F18,F,18,No,3.33,No,150
F18,F,18,No,3.3,Yes,500
F18,F,18,Yes,3.5,Yes,NA
F18,F,18,Yes,2.7,No,500
F18,F,18,Yes,NA,No,500
F18,F,18,No,NA,No,0
F18,F,18,No,3.3,No,800
F18,F,18,No,NA,No,350
F18,F,18,No,2.5,No,0
F18,F,18,No,NA,No,800
F18,F,18,No,NA,No,2100
F18,F,18,No,NA,No,747
F18,F,18,No,NA,No,100
F18,F,18,No,3.52,No,0
F18,F,18,Yes,3,No,150
F18,F,18,No,NA,No,NA
F18,F,18,No,3.94,No,NA
F18,F,18,No,2.47,Yes,1500
F18,F,18,No,3.4,No,50
F18,F,18,No,NA,No,200
F18,F,18,No,3,No,1000
F18,F,18,No,NA,No,300
F18,F,18,No,NA,No,800
F18,F,18,No,NA,No,0
F18,F,18,No,NA,No,800
F18,F,18,Yes,3.2,Yes,1000
F18,F,18,No,NA,No,800
F18,F,18,No,3.8,Yes,300
F18,F,18,No,3.67,No,NA
F18,F,18,No,3.4,Yes,274
F18,F,18,No,2.9,Yes,0
F18,F,18,No,3.4,No,550
F18,F,18,No,NA,No,410
F18,F,18,No,3.64,No,700
F18,F,18,No,3.7,No,261
F18,F,18,No,3.3,No,500
F18,F,18,No,3.7,No,800
F18,F,18,No,3.7,No,800
F18,F,18,No,3.7,No,800
F18,F,18,No,3.7,No,800
F18,F,18,Yes,3,No,50
F18,F,18,No,NA,No,100
F18,F,18,No,3.2,No,600
F18,F,18,Yes,2.3,No,2000
F18,F,18,No,3.5,No,140
F18,F,18,No,NA,No,5
F18,F,18,No,2,No,1000
F18,F,18,No,3.2,No,1600
F18,F,18,No,3.6,No,600
F18,F,18,No,3,No,800
F18,F,18,No,3.75,No,500
F18,F,18,No,3.3,No,0
F18,F,18,No,2.3,No,0
F18,F,18,No,3.2,No,700
F18,F,18,NA,3.3,No,1100
F18,F,18,No,3,No,220
F18,F,18,No,NA,No,900
F18,F,18,No,3.7,No,0
F18,F,18,No,NA,No,700
F18,F,18,Yes,2.8,Yes,0
F18,F,18,Yes,3.3,Yes,500
F18,F,18,No,3.4,No,452
F18,F,18,No,3.85,No,400
F18,F,18,Yes,3,No,300
F18,F,18,No,3,No,900
F18,F,18,No,3.15,No,250
F18,F,18,No,3.2,No,700
F18,F,18,No,3.25,No,3
F18,F,18,No,3.4,Yes,500
F18,F,18,No,3.5,No,NA
F18,F,18,No,3.43,No,270
F18,F,18,No,3.6,No,250
F18,F,18,No,NA,No,350
F18,F,18,No,3.7,No,500
F18,F,18,No,2.5,Yes,1000
F18,F,18,No,3.7,Yes,700
F18,F,18,No,NA,No,100
F18,F,18,No,3,No,800
F18,F,18,No,NA,No,0
F18,F,18,No,NA,No,300
F18,F,18,No,2.8,Yes,400
F18,F,18,No,NA,No,500
F18,F,18,No,NA,Yes,300
F18,F,18,No,3.7,No,381
F18,F,18,No,3.7,No,500
F18,F,18,No,3.7,No,70
F18,F,18,No,3.94,No,600
F18,F,18,Yes,3.33,No,1000
F18,F,18,No,3.7,No,500
F18,F,18,Yes,3.35,No,1000
F18,F,18,No,3.25,No,600
F18,F,18,No,NA,No,0
F18,F,18,No,NA,No,700
F18,F,18,No,NA,No,0
F18,F,18,Yes,3,No,300
F18,F,18,No,3.5,No,100
F18,F,18,No,NA,No,2000
F18,F,18,No,3.4,No,775
F18,F,18,No,NA,No,713
F18,F,18,No,3,No,1246
F18,F,18,No,2.95,No,775
F18,F,18,No,3.67,No,1098
F18,F,18,No,NA,No,259
F18,F,18,No,3.3,NA,650
F18,F,18,No,3.55,No,200
F18,F,18,No,3.78,No,500
F18,F,18,No,3.7,No,160
F18,F,18,No,3.24,Yes,600
F18,F,18,Yes,3.7,No,900
F18,F,18,Yes,3,No,800
F18,F,18,No,2.75,No,1000
F18,F,18,No,3.2,No,120
F18,F,18,No,NA,No,500
F18,F,18,No,3.1,No,1000
F18,F,18,No,3.3,Yes,1000
F18,F,18,Yes,3.4,Yes,800
F18,F,18,No,3,No,1200
F18,F,18,No,3.6,Yes,0
F18,F,18,No,3,No,850
F18,F,18,Yes,3.6,No,800
F18,F,18,No,3,No,1000
F18,F,18,No,2.94,No,391
F18,F,18,No,3.2,No,50
F18,F,18,No,2.7,No,600
F18,F,18,No,3.1,No,300
F18,F,18,Yes,3,Yes,500
F18,F,18,No,3.6,No,200
F18,F,18,No,3.15,Yes,1500
F18,F,18,No,3.4,Yes,876
F18,F,18,No,3,No,1000
F18,F,18,Yes,3.5,Yes,200
F18,F,18,No,3.17,No,300
F18,F,18,No,3.2,No,500
F18,F,18,No,3,NA,NA
F18,F,18,No,3.2,No,215
F18,F,18,No,NA,No,4000
F18,F,18,Yes,3.7,No,700
F18,F,18,No,2.98,No,1200
F18,F,18,No,3.5,No,0
F18,F,18,Yes,NA,No,NA
F18,F,18,No,NA,No,0
F18,F,18,No,NA,No,600
F18,F,18,Yes,2.5,No,1000
F18,F,18,No,3.4,No,500
F18,F,18,No,3.21,No,0
F18,F,18,Yes,3.15,No,900
F18,F,18,No,3.3,No,1000
F18,F,18,No,3.94,No,500
F18,F,18,No,3.13,No,600
F18,F,18,No,NA,No,0
F18,F,18,No,3.01,Yes,300
F18,F,18,No,NA,Yes,1100
F18,F,18,No,3,No,500
F18,F,18,No,NA,No,500
F18,F,18,No,3.4,No,230
F18,F,18,No,NA,No,0
F18,F,18,No,3.23,No,100
F18,F,18,No,NA,No,197
F18,F,18,No,NA,No,443
F18,F,18,No,NA,No,1000
F18,F,18,No,NA,No,NA
S19,S,19,No,2.9,No,1600
S19,S,19,No,3.87,No,200
S19,S,19,No,3.3,No,500
S19,S,19,No,3.21,Yes,1000
S19,S,19,No,3.1,No,450
S19,S,19,No,3.3,No,300
S19,S,19,No,3.9,No,140
S19,S,19,No,3.84,No,300
S19,S,19,No,3.25,No,0
S19,S,19,No,3.75,No,150
S19,S,19,No,3.4,No,148
S19,S,19,No,3.31,Yes,0
S19,S,19,No,3.2,No,190
S19,S,19,No,3,Yes,560
S19,S,19,No,3.6,No,113
S19,S,19,No,3.5,No,0
S19,S,19,No,3.26,No,650
S19,S,19,No,3.42,Yes,250
S19,S,19,No,3.2,No,300
S19,S,19,No,3.29,No,521
S19,S,19,No,3.65,No,100
S19,S,19,No,3.9,No,0
S19,S,19,No,3.45,No,0
S19,S,19,No,3,No,300
S19,S,19,No,3.3,No,30
S19,S,19,No,3.7,No,0
S19,S,19,No,3.8,No,200
S19,S,19,Yes,3.3,Yes,150
S19,S,19,No,2.8,No,400
S19,S,19,No,3.2,No,1000
S19,S,19,No,2.5,Yes,668
S19,S,19,No,3.83,No,NA
S19,S,19,No,3.3,Yes,300
S19,S,19,No,3.4,No,0
S19,S,19,No,2.9,No,300
S19,S,19,No,3,No,130
S19,S,19,No,2.8,Yes,400
S19,S,19,No,3.3,No,0
S19,S,19,Yes,2.9,No,500
S19,S,19,No,3.5,Yes,350
S19,S,19,Yes,2.68,No,500
S19,S,19,No,3.5,No,0
S19,S,19,No,3.75,No,NA
S19,S,19,No,2.62,No,800
S19,S,19,No,3.64,No,300
S19,S,19,No,3.4,Yes,0
S19,S,19,No,3.94,No,533
S19,S,19,No,3.06,Yes,669
S19,S,19,No,2.8,Yes,1253
S19,S,19,No,3.8,No,1100
S19,S,19,Yes,2.5,No,500
S19,S,19,Yes,2.2,No,400
S19,S,19,No,3.75,No,400
S19,S,19,No,3.86,No,400
S19,S,19,No,3.6,No,1000
S19,S,19,No,3.3,No,1100
S19,S,19,Yes,2.8,Yes,2000
S19,S,19,No,NA,No,0
S19,S,19,No,2.9,No,750
S19,S,19,Yes,2.5,No,450
S19,S,19,No,3.5,No,880
S19,S,19,No,3.4,No,650
S19,S,19,Yes,3.2,No,1278
S19,S,19,No,3.53,No,200
S19,S,19,No,3.66,No,0
S19,S,19,No,3.95,No,900
S19,S,19,No,3.6,No,200
S19,S,19,No,3.4,No,522
S19,S,19,No,NA,Yes,127
S19,S,19,No,3.8,No,200
S19,S,19,Yes,3.24,No,233
S19,S,19,No,3.22,No,1100
S19,S,19,Yes,3.1,No,850
S19,S,19,No,2.5,No,1686
S19,S,19,No,NA,No,162
S19,S,19,No,NA,No,NA
S19,S,19,No,3,Yes,0
S19,S,19,No,3,Yes,700
S19,S,19,No,3,Yes,NA
S19,S,19,No,3.03,No,300
S19,S,19,No,3.2,No,800
S19,S,19,No,NA,No,360
S19,S,19,Yes,3.78,No,1000
S19,S,19,No,3.2,No,0
S19,S,19,No,3.8,No,100
S19,S,19,No,1.5,No,500
S19,S,19,No,3.36,No,724
S19,S,19,No,1.8,No,1100
S19,S,19,No,3.6,Yes,500
S19,S,19,No,3.6,No,750
S19,S,19,No,3.25,No,500
S19,S,19,No,3.58,No,350
S19,S,19,Yes,3.8,No,400
S19,S,19,No,3.43,No,200
S19,S,19,Yes,3.01,No,261
S19,S,19,No,3.2,No,300
S19,S,19,No,3,No,2226
S19,S,19,No,3.11,Yes,400
S19,S,19,No,3.89,No,1000
S19,S,19,No,2.8,No,600
S19,S,19,No,3.3,No,0
S19,S,19,No,3.7,No,0
S19,S,19,No,3.4,No,250
S19,S,19,No,3.4,No,500
S19,S,19,No,3.75,No,NA
S19,S,19,Yes,3.35,No,244
S19,S,19,No,3.3,Yes,250
S19,S,19,No,3.58,No,100
S19,S,19,No,3,Yes,3000
S19,S,19,No,3.3,No,0
S19,S,19,Yes,3.3,No,1000
S19,S,19,No,3.06,No,0
S19,S,19,No,NA,NA,0
S19,S,19,No,3.1,No,500
S19,S,19,No,3.5,No,500
S19,S,19,No,3.6,No,650
S19,S,19,No,3.25,No,NA
S19,S,19,No,3.08,No,300
S19,S,19,No,3.3,No,0
S19,S,19,No,3,No,150
S19,S,19,No,3.7,No,200
S19,S,19,No,3.2,Yes,1092
S19,S,19,No,3.5,No,800
S19,S,19,No,3.3,No,400
S19,S,19,No,3.4,No,1000
S19,S,19,No,3.81,No,1600
S19,S,19,No,3.3,Yes,500
S19,S,19,No,3.04,No,700
S19,S,19,No,3.4,No,1000
S19,S,19,No,3.4,No,100
S19,S,19,No,3.2,Yes,957
S19,S,19,No,2.8,No,240
S19,S,19,No,3.32,No,558
S19,S,19,No,3.17,No,0
S19,S,19,No,3.83,No,327
S19,S,19,No,3.7,Yes,140
S19,S,19,No,3.5,No,120
S19,S,19,No,2.8,No,1200
S19,S,19,No,3.75,No,500
S19,S,19,No,3.78,No,400
S19,S,19,No,3.5,Yes,800
S19,S,19,No,3.3,No,500
S19,S,19,No,3.75,No,700
S19,S,19,No,3.67,Yes,13
S19,S,19,No,3.9,No,200
S19,S,19,No,3.39,No,200
S19,S,19,No,3.5,No,500
S19,S,19,Yes,3,No,1000
S19,S,19,Yes,3.3,Yes,400
S19,S,19,No,3.5,No,100
S19,S,19,Yes,3.5,Yes,954
S19,S,19,No,3,No,0
S19,S,19,No,2.7,Yes,65
S19,S,19,No,2.9,No,75
S19,S,19,Yes,3,No,500
S19,S,19,No,3,No,100
S19,S,19,No,3.32,Yes,900
S19,S,19,No,3.3,No,500
S19,S,19,No,3.48,No,1371
S19,S,19,No,NA,No,987
S19,S,19,No,3.4,No,0
S19,S,19,No,3.72,Yes,800
S19,S,19,No,3.6,No,500
S19,S,19,No,3.4,No,350
S19,S,19,No,3.93,No,230
S19,S,19,No,3.8,No,250
S19,S,19,No,3.44,Yes,150
S19,S,19,No,NA,No,980
S19,S,19,Yes,3.6,No,800
S19,S,19,No,3.4,No,100
S19,S,19,No,3.44,No,542
S19,S,19,Yes,3.46,Yes,331
S19,S,19,No,2.5,Yes,2500
S19,S,19,No,3.89,No,187
S19,S,19,No,3.82,No,250
S19,S,19,No,3.4,No,500
S19,S,19,No,2.7,No,200
S19,S,19,No,2.9,No,500
S19,S,19,Yes,3.44,No,987
S19,S,19,No,3.25,No,900
S19,S,19,No,3.1,No,500
S19,S,19,No,3.5,No,15
S19,S,19,Yes,3.3,No,300
S19,S,19,Yes,3.5,No,1078
S19,S,19,No,3,Yes,200
S19,S,19,Yes,3,Yes,198
S19,S,19,No,NA,No,4951
S19,S,19,No,3,No,370
S19,S,19,No,3.66,No,153
S19,S,19,No,3.36,Yes,0
S19,S,19,Yes,3.01,No,999
S19,S,19,No,3.34,Yes,800
S19,S,19,No,3.55,Yes,0
S19,S,19,Yes,3.5,No,376
S19,S,19,No,3,Yes,269
S19,S,19,Yes,3.1,No,750
S19,S,19,No,2.8,Yes,257
S19,S,19,No,3.12,Yes,50
S19,S,19,No,2.92,Yes,469
S19,S,19,Yes,3.6,No,383
S19,S,19,No,2.5,Yes,1300
S19,S,19,No,3.68,Yes,521
S19,S,19,No,NA,Yes,1105
S19,S,19,No,3.45,No,1000
F19,F,19,No,3.6,No,600
F19,F,19,No,3.7,No,200
F19,F,19,No,2.7,Yes,900
F19,F,19,No,NA,No,300
F19,F,19,No,3.3,No,0
F19,F,19,No,NA,No,50
F19,F,19,No,3.7,No,0
F19,F,19,No,3.6,Yes,80
F19,F,19,No,3.94,No,0
F19,F,19,No,NA,No,400
F19,F,19,No,NA,Yes,300
F19,F,19,No,3,No,500
F19,F,19,No,2.7,No,0
F19,F,19,No,3.74,No,400
F19,F,19,No,3.6,No,20
F19,F,19,No,NA,No,70
F19,F,19,No,2.65,No,300
F19,F,19,No,2.11,No,10
F19,F,19,No,3,Yes,700
F19,F,19,No,NA,No,700
F19,F,19,No,NA,No,150
F19,F,19,No,NA,No,665
F19,F,19,No,NA,No,500
F19,F,19,Yes,NA,No,66
F19,F,19,No,3,No,200
F19,F,19,Yes,NA,No,690
F19,F,19,Yes,3,No,1000
